binning,bin,block,block_meaning,sample,feature,family,n_rounds,n_games,n_rounds_heldout,n_games_heldout,coef_learn,p_learn,ci_low_learn,ci_high_learn,coef_val,p_val,ci_low_val,ci_high_val,q_learn,replicates
round_bin,round 1,pre,"this round, before the outcome",talkers,min_negative_bert,Sentiment & emotion,92,92,116,116,-0.00520264275995139,0.6697545264898852,-0.02911202784215511,0.01870674232225233,0.008104694377798611,0.7220417897165432,-0.03654953856461195,0.052758927320209176,0.8067785245027975,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_max_relative_lexical_wordcount,Lexical (LIWC),92,92,116,116,0.007133203950097887,0.6741573971872692,-0.02611891253286036,0.040385320433056135,0.02124042210317552,0.2936243660617006,-0.01839993860039483,0.060880782806745866,0.8067785245027975,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_max_num_chars,Volume & form,92,92,116,116,-0.007640029031842259,0.6855975050077299,-0.04462822568731043,0.029348167623625916,0.02006638812174213,0.21417300378286208,-0.011595401923425157,0.051728178166909417,0.8087332055859597,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_textblob_polarity,Sentiment & emotion,92,92,116,116,0.006277726743879886,0.6868692978949247,-0.024245458093219378,0.036800911580979145,0.00036624439270648707,0.9853559404360518,-0.038742445302885446,0.03947493408829842,0.8087332055859597,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_conjunction_lexical_wordcount,Lexical (LIWC),92,92,116,116,-0.005685663675128778,0.6956064702894433,-0.03416736456467756,0.022796037214420008,0.04347729448096019,0.019431033910394337,0.007016783009205281,0.0799378059527151,0.8124683572980699,False
round_bin,round 1,pre,"this round, before the outcome",talkers,min_neutral_bert,Sentiment & emotion,92,92,116,116,0.003981149341083609,0.701642185120209,-0.016386417814557828,0.024348716496725046,0.03697588851950087,0.0506100200959662,-9.821528642547234e-05,0.07404999232542722,0.8130139605361152,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_max_certainty_rocklage,Sentiment & emotion,92,92,116,116,0.004824206166567164,0.7138002863152204,-0.020956543461870203,0.03060495579500453,-0.027038405423192354,0.22966335880949462,-0.07115523230189201,0.017078421455507305,0.8205893055277337,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_num_chars,Volume & form,92,92,116,116,-0.006091127408727522,0.7388849395599251,-0.04190662006060859,0.029724365243153552,0.045677759330865146,0.006221553177817358,0.012954438593851501,0.0784010800678788,0.8300398594650176,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_user_max_word_TTR,Volume & form,92,92,116,116,0.0038700753891356132,0.7390765871948756,-0.01890310095044143,0.026643251728712656,-0.01679041183466345,0.19537699698200006,-0.04220568931960607,0.00862486565027917,0.8300398594650176,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_user_min_word_TTR,Volume & form,92,92,116,116,0.003870075389135509,0.7390765871948787,-0.018903100950441197,0.026643251728712215,-0.010494690760809602,0.432997670951217,-0.036728515322385226,0.015739133800766025,0.8300398594650176,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_user_min_certainty_rocklage,Sentiment & emotion,92,92,116,116,-0.004430412606764186,0.7483955341504579,-0.03150225944317833,0.022641434229649957,0.00417018574918476,0.8256270480661239,-0.03292883830066351,0.041269209799033035,0.8340896792821897,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_positive_words_lexical_wordcount,Lexical (LIWC),92,92,116,116,-0.004672052707140162,0.7700583966922194,-0.03599980387697187,0.026655698462691543,0.018325531469533758,0.27049537980963134,-0.014269667125003854,0.05092073006407137,0.8480644503065746,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_min_positive_affect_lexical_wordcount,Lexical (LIWC),92,92,116,116,0.004539975587060373,0.7725518622655783,-0.02624549588788774,0.035325447062008485,0.012038424398145935,0.5732733244404205,-0.02985311818009666,0.053929966976388535,0.8480644503065746,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_mean_positivity_zscore_conversation,Sentiment & emotion,92,92,116,116,0.0027025246830326994,0.8173155843319697,-0.020227666383488087,0.02563271574955349,-0.001788086392498861,0.8834022931515311,-0.025684462159558507,0.022108289374560785,0.8849698201942146,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_tentativeness_lexical_wordcount,Lexical (LIWC),92,92,116,116,-0.0033069682050561044,0.8182940118234175,-0.03151949490740144,0.02490555849728923,0.048326103199884486,0.0020710385584827725,0.017572210357811188,0.07907999604195778,0.8849698201942146,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_function_word_accommodation,Semantic dynamics,92,92,116,116,0.003478405276762693,0.8445081600145088,-0.031281895102892726,0.03823870565641811,-0.011890991368462334,0.5351747107635385,-0.04947352731006358,0.025691544573138915,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,mean_user_min_positivity_zscore_conversation,Sentiment & emotion,92,92,116,116,0.002201375589441599,0.8542642552571212,-0.02128844123771747,0.025691192416600665,0.016948232036934345,0.37704210393887105,-0.02065585448865924,0.05455231856252793,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_max_positive_words_lexical_wordcount,Lexical (LIWC),92,92,116,116,-0.0031654770718378133,0.8574522278391818,-0.03770661598029206,0.031375661836616435,0.01044202349774146,0.5253770456729587,-0.021783884697922883,0.042667931693405804,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,min_user_max_negative_bert,Sentiment & emotion,92,92,116,116,0.0018105874431603541,0.8647307872175702,-0.019020510051295465,0.022641684937616174,0.006797289590681252,0.7630050894668345,-0.037384504503325325,0.05097908368468783,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_user_min_textblob_subjectivity,Sentiment & emotion,92,92,116,116,0.0021401634528157238,0.8647713269097812,-0.02249021205628909,0.026770538961920536,0.004265466991043385,0.8463494099694328,-0.03887743329559236,0.04740836727767912,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_user_min_first_pronouns_proportion,Semantic dynamics,92,92,116,116,-0.002557485134976286,0.8693554203554111,-0.03303329516593435,0.027918324895981773,-0.006419090690069627,0.7665237854016127,-0.0487906911455695,0.03595250976543024,0.9001836267509931,False
round_bin,round 1,pre,"this round, before the outcome",talkers,min_user_max_social_lexical_wordcount,Lexical (LIWC),92,92,116,116,-0.0019073036646210708,0.8991563057741566,-0.03140567556225061,0.02759106823300847,0.0024806770631297936,0.9100807274869944,-0.040570315381339046,0.045531669507598634,0.9244846524156821,False
round_bin,round 1,pre,"this round, before the outcome",talkers,min_user_max_word_TTR,Volume & form,92,92,116,116,0.0011095963108675028,0.9155702815623807,-0.019404146333505727,0.021623338955240733,-0.02779052114983725,0.08381026069952044,-0.059293485716530675,0.003712443416856174,0.934778049707046,False
round_bin,round 1,pre,"this round, before the outcome",talkers,stdev_user_min_certainty_rocklage,Sentiment & emotion,92,92,116,116,0.0011660607438173758,0.9276031792335693,-0.023987101630072005,0.026319223117706757,-0.0013065005051701058,0.9449344454251221,-0.03838076308049003,0.035767762070149825,0.9404865567229245,False
round_bin,round 1,pre,"this round, before the outcome",talkers,min_user_max_relative_lexical_wordcount,Lexical (LIWC),92,92,116,116,0.00034232327411578417,0.9538942253014495,-0.01126220117435544,0.011946847722587008,0.04782236049619048,0.004795412443810341,0.014590213070753769,0.08105450792162719,0.9604728061655975,False
round_bin,round 1,pre,"this round, before the outcome",talkers,max_certainty_rocklage,Sentiment & emotion,92,92,116,116,0.0005237053968464578,0.970912158019381,-0.027625585903995616,0.02867299669768853,-0.01976160556157518,0.360438861518362,-0.062113491940560955,0.0225902808174106,0.970912158019381,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_certainty_rocklage,Sentiment & emotion,181,181,275,275,-0.024453323136652782,0.0003628115898419183,-0.037894416597203315,-0.011012229676102249,0.008378379529627658,0.43892104767240214,-0.012837347295403605,0.029594106354658922,0.054784550066129666,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.031275999947090946,0.002630938113147295,-0.051655878588146575,-0.010896121306035317,0.02673599289526711,0.0050989616075048224,0.00802591582904174,0.04544606996149248,0.13812765800323237,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_positivity_zscore_conversation,Sentiment & emotion,181,181,275,275,-0.03171374778811422,0.0027442581060244846,-0.05246745880435747,-0.01096003677187097,0.005514996478538205,0.6103178913092417,-0.01569531704648043,0.026725310003556838,0.13812765800323237,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_present_tense_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.025218827358264077,0.024242696153228268,-0.04715503136503969,-0.0032826233514884617,0.026276452515780164,0.0007239556305606742,0.011041043350095068,0.041511861681465256,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_neutral_bert,Sentiment & emotion,181,181,275,275,0.025512227122665432,0.03463011292065044,0.0018439080868386491,0.04918054615849221,0.023766817143093706,0.11264348541283377,-0.00559617018859581,0.05312980447478322,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_article_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.02160232950855276,0.0403709585826206,-0.042256558467062486,-0.0009481005500430358,0.003291431427775136,0.7627276713161703,-0.01807680160632099,0.02465966446187126,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_positivity_zscore_conversation,Sentiment & emotion,181,181,275,275,0.008159236792174587,0.04068185380430015,0.00034599729344213584,0.015972476290907037,0.0006781916774574449,0.8515734707583396,-0.0064257736569610655,0.0077821570118759556,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,within_person_disc_range,Semantic dynamics,181,181,275,275,0.021508779077507697,0.045310948524827914,0.0004490564513625235,0.04256850170365287,0.007652881684466672,0.5107716362424897,-0.015155111766146263,0.030460875135079606,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_argue_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.019076353759356363,0.04573766061139312,0.0003613433368067735,0.037791364181905956,0.015674102047462685,0.2520764328324422,-0.011148675093591992,0.04249687918851736,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_min_certainty_rocklage,Sentiment & emotion,181,181,275,275,-0.019969116021746995,0.04777657118216707,-0.039742648099860195,-0.00019558394363379528,0.007375709391174117,0.468730050312943,-0.012576242570484992,0.027327661352833224,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_num_all_caps,Volume & form,181,181,275,275,0.012384383502601425,0.0512939228719179,-6.958725830392802e-05,0.02483835426350678,-0.0062146795678704545,0.47117116307087015,-0.02311861255394341,0.010689253418202501,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,gini_coefficient_sum_num_messages,Participation & timing,181,181,275,275,0.022282355956216467,0.05151143823980052,-0.00014612688003508983,0.044710838792468025,0.002006044128306871,0.8914809512755663,-0.0268128328405396,0.030824921097153343,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_num_all_caps,Volume & form,181,181,275,275,0.014285360111816412,0.05341575413568062,-0.00021018560668787344,0.028780905830320697,-0.005328537569843896,0.5214285814686361,-0.02161774559664683,0.010960670456959039,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_info_exchange_zscore_conversation,Semantic dynamics,181,181,275,275,0.021031623155799452,0.057031674397881184,-0.0006287821393684521,0.042692028450967354,-0.0026014363609801077,0.8278185358690873,-0.026043810739820542,0.020840938017860324,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_present_tense_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.021017497903945897,0.05744078999088378,-0.04269897481309782,0.0006639790052060252,0.01301762871826678,0.285145832932329,-0.010853388978706753,0.03688864641524031,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_textblob_polarity,Sentiment & emotion,181,181,275,275,-0.010519701689025603,0.058555441920428726,-0.021420075738207638,0.0003806723601564293,0.009015301965800419,0.35522664759997946,-0.010097395769106583,0.02812799970070742,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_mimicry_bert,Semantic dynamics,181,181,275,275,0.020067836285125245,0.058970792642536095,-0.0007603816629877004,0.040896054233238194,0.00938576722472943,0.1958868006231026,-0.004837476802461795,0.023609011251920654,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_relative_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.010213478061465761,0.06072687407159326,-0.0004600888359903108,0.02088704495892183,0.025390755756652613,0.00014753358601931775,0.012278095678177994,0.03850341583512723,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_info_exchange_zscore_conversation,Semantic dynamics,181,181,275,275,0.01724182681194638,0.06132731335135113,-0.000818592314559944,0.0353022459384527,0.0005175341318156615,0.9645126323702334,-0.022281166845372034,0.02331623510900336,0.4873907534765274,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_min_Positive_Emotion_receptiveness_yeomans,Receptiveness,181,181,275,275,-0.021299755383975418,0.06759514996932275,-0.04414094315553982,0.0015414323875889806,0.00475520040856034,0.7326427142793555,-0.02252725634806763,0.03203765716518831,0.49076091716372316,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.013322382578502866,0.07175717003956383,-0.0011786631188619983,0.02782342827586773,0.018491188076197883,0.016232199061737708,0.003413274772961312,0.03356910137943445,0.49076091716372316,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.0199619504659678,0.07408716545841985,-0.04186736359185545,0.001943462659919848,0.012664534766909036,0.3164777837254893,-0.01211482235851404,0.03744389189233211,0.49076091716372316,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,variance_in_DD,Semantic dynamics,181,181,275,275,0.013714009875074915,0.0747516628792426,-0.0013697108364444446,0.028797730586594274,-0.001263607045329987,0.896208608579651,-0.02024851363326919,0.017721299542609217,0.49076091716372316,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.019014025167268352,0.08921501472623856,-0.040941438960407577,0.002913388625870872,0.008391059004349919,0.49058161900071195,-0.015465271118707307,0.03224738912740714,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_forward_flow,Semantic dynamics,181,181,275,275,0.020224266188234977,0.09512577403255007,-0.0035263864750536486,0.0439749188515236,0.004525650716169494,0.7799355733662074,-0.02722101123285067,0.036272312665189654,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_info_exchange_zscore_conversation,Semantic dynamics,181,181,275,275,0.011988841671122252,0.09798447897097265,-0.002211699665156124,0.026189383007400625,-0.007414275545565546,0.3768184400251934,-0.023857076090096935,0.009028524998965844,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_min_textblob_polarity,Sentiment & emotion,181,181,275,275,-0.015999942072887952,0.09800258562863784,-0.034952572815605,0.0029526886698291004,0.0018665922553302836,0.8803239153258913,-0.022432606900575146,0.026165791411235716,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_time_diff,Participation & timing,181,181,275,275,0.016251147600873737,0.0997963030043719,-0.0031016608548935475,0.03560395605664102,-0.018110346759818544,0.40604818867964976,-0.06083148456559123,0.02461079104595414,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_present_tense_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.018308089877602282,0.10697311590815145,-0.040568846724978125,0.003952666969773564,0.02488576169223799,0.05725744717511127,-0.0007672975555152936,0.05053882093999127,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_positivity_zscore_conversation,Sentiment & emotion,181,181,275,275,0.013722599589951133,0.10769805501215787,-0.0029971314440881396,0.030442330623990405,0.013134088988370885,0.24497522795918159,-0.009007176914396531,0.035275354891138304,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,sum_num_messages,Volume & form,181,181,275,275,0.0252352860097225,0.10939060216717504,-0.005659255044496367,0.056129827063941366,0.005140918799762557,0.7194122489641359,-0.022906881328374023,0.03318871892789914,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_certainty_rocklage,Sentiment & emotion,181,181,275,275,-0.015640304579077325,0.11006492207872728,-0.03482448806386185,0.0035438789057072005,0.008250715048721512,0.36056020852577064,-0.009436189980720069,0.025937620078163092,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_mean_positivity_zscore_conversation,Sentiment & emotion,181,181,275,275,0.013878324458555519,0.11551238672445983,-0.0034043185928130364,0.031160967509924073,0.020521241722261187,0.1610031457692933,-0.008173008787465054,0.04921549223198743,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_num_chars,Volume & form,181,181,275,275,-0.018869908391942747,0.11685314133372068,-0.04245505621364755,0.004715239429762052,0.03818224435181539,0.00013635818450160732,0.018564405764458912,0.057800082939171875,0.5189654218056419,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.018126430059488472,0.12369001836588576,-0.04120397623268272,0.004951116113705772,0.026809290513317055,0.0012761187712964249,0.010497461582275325,0.043121119444358785,0.5213128029443003,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_max_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01775003922628384,0.12428649606619079,-0.04038426684386181,0.004884188391294127,0.021839303916058865,0.09951841360705722,-0.004146875662247203,0.04782548349436493,0.5213128029443003,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_argue_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.012322648332222162,0.14693584815288196,-0.004328813465478518,0.02897411012992284,0.016999196489317095,0.20736251994303534,-0.009425664001388761,0.043424056980022954,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_max_neutral_bert,Sentiment & emotion,181,181,275,275,0.014828828396056223,0.1507173483956382,-0.005396588212907586,0.03505424500502003,0.027258891595989074,0.06137262638022091,-0.001299162956524609,0.05581694614850276,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_mean_info_exchange_zscore_conversation,Semantic dynamics,181,181,275,275,0.011632589731627181,0.15492373459975534,-0.004396801921428908,0.02766198138468327,-0.01924022592169977,0.22629203873178627,-0.050406521427879006,0.011926069584479466,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_First_Person_Single_receptiveness_yeomans,Receptiveness,181,181,275,275,-0.015837486249051503,0.16376221361610432,-0.03812851126845769,0.006453538770354681,0.014406527071976405,0.2011228083763409,-0.0076813763448295765,0.036494430488782384,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_preposition_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01644321719592102,0.16470146068284686,-0.0396383906186088,0.006751956226766758,0.02355423658746611,0.054531252314281284,-0.00045784942491950906,0.04756632259985173,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_info_exchange_zscore_conversation,Semantic dynamics,181,181,275,275,-0.012243004329348165,0.1669601635069048,-0.029605663600351086,0.005119654941654755,0.028645193857240007,0.005185864228546694,0.008559895914264776,0.04873049180021524,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_past_tense_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01718271427159161,0.16967915660534572,-0.04170691416219559,0.007341485619012371,-0.008451676496498564,0.5924403717649454,-0.03939673456017199,0.022493381567174862,0.5958500615676093,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_cognitive_mech_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.017918220050280723,0.17771387767712932,-0.04397427434746387,0.008137834246902422,0.02318982761923394,0.02714528398186153,0.002618283773840803,0.04376137146462708,0.6095342849758946,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_nltk_english_stopwords_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01593436921213095,0.18254277446666678,-0.03936390635368348,0.007495167929421585,0.024207135263468325,0.0015004715568013216,0.009261873433983445,0.039152397092953206,0.6095342849758946,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_time_diff,Participation & timing,181,181,275,275,0.02853245636880356,0.18596767606958842,-0.013749783556444548,0.07081469629405167,-0.01083297146892929,0.6165349388193951,-0.05323237766387398,0.031566434726015405,0.6095342849758946,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_positivity_zscore_conversation,Sentiment & emotion,181,181,275,275,-0.00949288725584191,0.18972259201236452,-0.023680560217934663,0.0046947857062508425,-0.016180528970012913,0.10454568092616032,-0.03571796410808785,0.003356906168062019,0.6095342849758946,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_article_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01502927491971671,0.20746382554518805,-0.03839714689264336,0.008338597053209945,0.010557682582294536,0.2814201751052441,-0.008653174853232666,0.02976854001782174,0.652646617860904,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_max_Positive_Emotion_receptiveness_yeomans,Receptiveness,181,181,275,275,-0.016866062019434306,0.21225515891203617,-0.04336693142751791,0.009634807388649295,0.008836296198538998,0.43478022483885925,-0.013337817358503996,0.031010409755581992,0.6540924284840298,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_neutral_bert,Sentiment & emotion,181,181,275,275,0.01376547840968152,0.218055166685442,-0.008138792131814511,0.035669748951177555,0.02086385316580019,0.160672189939978,-0.008286404061643177,0.05001411039324356,0.6585266033900348,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,stdev_user_min_positive_words_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.014382410471172781,0.2315440961768911,-0.0379441153234361,0.009179294381090533,0.013347504102570363,0.1963621691940025,-0.00690088684624514,0.03359589505138587,0.6855521278962854,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_tentativeness_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.01219148278723446,0.24786490216467305,-0.032869816575293385,0.008486851000824467,0.0241549676232209,0.02322183861516001,0.0032969209441639884,0.04501301430227782,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_forward_flow,Semantic dynamics,181,181,275,275,0.014021553573846603,0.2579166151987363,-0.010269999477667597,0.038313106625360804,0.0083436939457151,0.5379461506305304,-0.01820730708631949,0.03489469497774969,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_num_chars,Volume & form,181,181,275,275,-0.014803150402792202,0.2612179162887094,-0.04062709208380757,0.011020791278223164,0.027381875065747765,0.0027639076089982814,0.009449939928655837,0.04531381020283969,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_cognitive_mech_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.013787799100586293,0.2731639539046564,-0.03844873814543099,0.010873139944258405,0.020675382485427087,0.025856527811486413,0.002490256358896322,0.03886050861195785,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_function_word_accommodation,Semantic dynamics,181,181,275,275,-0.013072471522725346,0.2798432710541833,-0.03678140962138998,0.010636466575939288,-0.009567206815468124,0.48083338673424725,-0.036166313594404184,0.017031899963467934,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_max_textblob_subjectivity,Sentiment & emotion,181,181,275,275,-0.010713828711111864,0.28248977101710904,-0.030252189852927554,0.008824532430703828,0.017487533512106992,0.0661942993226426,-0.001169496770489109,0.03614456379470309,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_textblob_subjectivity,Sentiment & emotion,181,181,275,275,-0.01030908602022505,0.2824897710171128,-0.02910933485155985,0.008491162811109752,0.022194155380295146,0.0051002180193835305,0.0066620541801898775,0.037726256580400415,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_certainty_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.00878251045951187,0.28762334061877803,-0.007405392988324228,0.024970413907347968,0.0194251908980645,0.12443034992966202,-0.005354598162898523,0.04420497995902752,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,mean_user_min_forward_flow,Semantic dynamics,181,181,275,275,0.012139867536024269,0.290597814047057,-0.010374755442200158,0.034654490514248695,0.008029055849562513,0.583587989456426,-0.020679549033698265,0.036737660732823293,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_positive_words_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.012016807973564306,0.29235175540087754,-0.03438436364442062,0.01035074769729201,0.019343838058630772,0.07132856348766652,-0.0016795884330261211,0.04036726455028766,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_auxiliary_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.013085401043301971,0.29300310260694273,-0.03747488108264068,0.011304078996036736,0.023857163386117927,0.06778378572832158,-0.0017440841997720218,0.04945841097200787,0.7136043305427154,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_social_lexical_wordcount,Lexical (LIWC),181,181,275,275,0.01067902463979512,0.3096508866368203,-0.009922780302354049,0.03128082958194429,0.006909614765085857,0.5836122532988754,-0.017797921643222907,0.03161715117339462,0.7421791092406327,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_Impersonal_Pronoun_receptiveness_yeomans,Receptiveness,181,181,275,275,0.009820376887297156,0.31538849461850593,-0.009350915959057947,0.02899166973365226,0.015609874814422397,0.2732366774400351,-0.01231427303906148,0.04353402266790628,0.7441197294905374,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,team_burstiness,Participation & timing,181,181,275,275,0.010362264320493322,0.3269370392242631,-0.010355497825716452,0.031080026466703096,0.010096733490593108,0.4408229324320414,-0.015576752965958757,0.03577021994714497,0.7536216969944807,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_forward_flow,Semantic dynamics,181,181,275,275,0.011329270675684643,0.33456856101675225,-0.011682183806705208,0.034340725158074493,0.006789332967351152,0.626560273228014,-0.0205587145960948,0.0341373805307971,0.7536216969944807,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,max_user_min_conjunction_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.010162238671977717,0.34033659322119036,-0.031051188255349384,0.01072671091139395,0.030209138371172027,0.0006439118732949965,0.012858109820211815,0.04756016692213224,0.7536216969944807,False
round_bin,round 1,window,the whole gap between the two: post + pre,channel,min_user_min_verbs_lexical_wordcount,Lexical (LIWC),181,181,275,275,-0.013872684814854232,0.3426012456179711,-0.042522707631555176,0.014777338001846715,0.023898534200011593,0.00012547234804038897,0.011685218063256706,0.03611185033676648,0.7536216969944807,False
